Supplier_Industry,Advertising,Aerospace & Defense,Agricultural & Farm Machinery,Agricultural Products & Services,Air Freight & Logistics,Airport Services,Aluminum,Apparel Retail,"Apparel, Accessories & Luxury Goods",Automobile Manufacturers,Automotive Parts & Equipment,Automotive Retail,Biotechnology,Brewers,Building Products,Cable & Satellite,Casinos & Gaming,Coal & Consumable Fuels,Commercial Printing,Commodity Chemicals,Communications Equipment,Computer & Electronics Retail,Construction & Engineering,Construction Machinery & Heavy Transportation Equipment,Construction Materials,Consumer Electronics,Consumer Staples Merchandise Retail,Copper,Distillers & Vintners,Distributors,Diversified Chemicals,Diversified Metals & Mining,Diversified Support Services,Drug Retail,Education Services,Electric Utilities,Electrical Components & Equipment,Electronic Components,Electronic Equipment & Instruments,Environmental & Facilities Services,Fertilizers & Agricultural Chemicals,Food Distributors,Food Retail,Footwear,Forest Products,Gas Utilities,Gold,Health Care Distributors,Health Care Equipment,Health Care Facilities,Health Care Services,Health Care Supplies,Health Care Technology,Heavy Electrical Equipment,Highways & Railtracks,Home Furnishings,Home Improvement Retail,Homebuilding,Homefurnishing Retail,"Hotels, Resorts & Cruise Lines",Household Appliances,Household Products,Housewares & Specialties,Human Resource & Employment Services,Industrial Gases,Industrial Machinery & Supplies & Components,Integrated Telecommunication Services,Internet Services & Infrastructure,Leisure Facilities,Leisure Products,Life Sciences Tools & Services,Marine Ports & Services,Marine Transportation,"Metal, Glass & Plastic Containers",Motorcycle Manufacturers,Movies & Entertainment,Office Services & Supplies,Oil & Gas Drilling,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Oil & Gas Refining & Marketing,Oil & Gas Storage & Transportation,Other Specialty Retail,Packaged Foods & Meats,Paper & Plastic Packaging Products & Materials,Paper Products,Passenger Airlines,Personal Care Products,Pharmaceuticals,Publishing,Rail Transportation,Renewable Electricity,Research & Consulting Services,Restaurants,Security & Alarm Services,Semiconductors,Soft Drinks & Non-alcoholic Beverages,Specialized Consumer Services,Specialty Chemicals,Steel,Technology Distributors,"Technology Hardware, Storage & Peripherals",Textiles,Tires & Rubber,Trading Companies & Distributors,Water Utilities,Wireless Telecommunication Services
Construction & Engineering,0.0,35258215.47,0.0,645332255.34,1139149562.34,889252503.7700001,5981051.76,187924.53,131897306.17999999,814828461.1800001,306846956.84000003,98753323.36,61101692.22,97041732.0,20406279.889999997,189313828.20000002,0.0,0.0,165061440.88,2666293267.48,173932266.91,0.0,44291884160.409996,38589945.1,1015498989.96,632726.75,26656809.33,53083780.730000004,446645817.21,506200833.69,408929832.92999995,42626597.71,400297682.01,54315041.34,101924070.32,23618076.4,2215776787.27,60742299.07,221955488.7,836146281.15,187360556.20000002,0.0,0.0,298400.0,51040900.0,134135866.08,17459200.0,0.0,42210267.019999996,0.0,2790029.41,27884495.0,948342197.8,55002366.980000004,558182362.13,171149963.20999998,0.0,0.0,0.0,212202649.01999998,120353.98,71575992.08,97453247.21000001,0.0,0.0,1714969120.45,140339984.78,0.0,1277221.31,1662427.03,1422273991.43,6790972.23,573701044.73,0.0,132179783.75999999,402082230.74,4756218.16,596000.0,40627804.36,0.0,24694765.82,49197000.0,1403321.91,751103746.66,96785888.53,12171913.55,0.0,0.0,158486390.01,0.0,265716000.0,3392484481.67,756781419.48,589227.91,181464645.31,1892118883.91,0.0,0.0,12067517.64,510946863.65000004,672055005.17,3982.3,73792502.63,6890107.48,435932204.07,526307767.09,11156893.33
Construction Machinery & Heavy Transportation Equipment,0.0,582083327.85,27188807.66,0.0,507110395.01,0.0,562795.52,65785441.09,0.0,189100164.10000002,728550120.19,0.0,224150.94,0.0,20523004.17,0.0,0.0,0.0,390265.49,138211340.16,210765957.13,0.0,1131584207.53,4577395503.21,66282159.39,0.0,0.0,0.0,0.0,2881360.02,113001893.35000001,254185084.46,9503750.21,0.0,0.0,35488161.13,107748549.78,24521024.93,111288954.92,391283776.12,2487309.75,0.0,0.0,312747.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136715.49,507675535.17,1070461038.86,749680.31,255056200.0,0.0,0.0,0.0,509025195.2,0.0,0.0,4259.43,0.0,0.0,1795043628.6200001,3865700.0,0.0,0.0,0.0,140054284.45,0.0,53454896.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122112359.71999998,76445053.14,62764931.76,2831858.4,0.0,120740413.33999999,0.0,172562912.02,89948778.25,226415.09,0.0,26236708.87,748062053.39,0.0,0.0,0.0,29247078.55,311162542.74,0.0,0.0,3577903.62,115361453.52,0.0,0.0
Construction Materials,5022249.64,0.0,28680647.400000002,558581354.57,1232655.37,0.0,313169.87,0.0,214738466.07,4462795.3,548470.98,0.0,0.0,91991625.34,72019668.81,0.0,0.0,67027.96,114862.08,247463343.77999997,1582669.89,0.0,1145268243.3500001,23418242.12,2754651774.61,0.0,2551123.91,0.0,146839047.38,0.0,85952599.35,124943105.94,3598905.26,0.0,0.0,0.0,467978871.2,31524903.36,4524392.1,269888744.88,14957459.68,60792777.28,0.0,0.0,0.0,17788013.31,140672995.83,0.0,75007970.77,0.0,0.0,44231204.88,380948318.15,5184505.5600000005,2163795.19,0.0,0.0,0.0,0.0,161521.69,4575533.32,0.0,31141369.17,0.0,0.0,263582594.82999998,781945.62,0.0,0.0,0.0,185303445.86,0.0,207137356.39,433036189.66,0.0,1250.5,913269.03,0.0,12474355.430000002,0.0,35217944.68,29283638.76,8161.45,223860968.58,3229085.89,37508810.99,0.0,0.0,797765.0,0.0,5039.82,229035573.47,10130484.69,0.0,348858.41,990374317.5,0.0,0.0,0.0,99509130.43,91537183.33,530567982.72,35936544.58,0.0,11274806.15,0.0,0.0
Consumer Electronics,11715700.0,0.0,0.0,35455243.2,0.0,0.0,0.0,0.0,0.0,12064523.67,6615777.88,0.0,0.0,0.0,0.0,301433500.0,0.0,0.0,0.0,516471.0,3726753.76,55102.69,1965519.08,20263330.33,0.0,212268238.95999998,1698100.0,0.0,0.0,944600.0,0.0,0.0,0.0,0.0,0.0,0.0,7559399.87,30680800.0,20708491.189999998,0.0,18684849.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95895096.2,0.0,0.0,0.0,0.0,0.0,0.0,1460.18,78431451.6,0.0,0.0,0.0,0.0,30633578.25,9801805.05,0.0,0.0,0.0,78575100.0,0.0,0.0,0.0,0.0,0.0,883912.91,0.0,0.0,0.0,0.0,0.0,0.0,234001893.32,2508633.68,0.0,0.0,0.0,0.0,0.0,0.0,87220847.65,21583100.0,1477900.21,13990789.49,11592500.93,0.0,0.0,0.0,0.0,17490800.0,0.0,0.0,0.0,1759492.37,0.0,0.0
Consumer Staples Merchandise Retail,177533.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127000.0,0.0,0.0,522200.0,0.0,0.0,1412800.0,933862563.0600001,0.0,6158.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19127024.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11053498.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9716648.16,255495.97,0.0,35082549.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589457794.05,3244632.47,0.0,0.0,0.0,125863479.33,0.0,0.0,0.0,604752.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100165.5,0.0,0.0,0.0,0.0
Copper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6931400.0,21100377.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105712105.32,0.0,0.0,0.0,33891760.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26172587.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184946725.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56653468.85,0.0,0.0,0.0,38014940.29,0.0,0.0,0.0,785185059.1800001,0.0,0.0,0.0,0.0,117576510.19999999,0.0,0.0
Distillers & Vintners,543.4,0.0,0.0,0.0,814253.68,67828966.44,9878553.1,1309890.28,3789362.07,0.0,144719405.23,2809344.61,21546694.939999998,146589268.32,0.0,0.0,0.0,0.0,0.0,1322175923.44,2088644.25,0.0,47011353.62,0.0,2443396.23,0.0,599963.3200000001,0.0,3528977884.9500003,0.0,54804455.949999996,24346577.39,0.0,0.0,0.0,0.0,57012776.42,0.0,0.0,0.0,204489413.17,5365061.0,20259664.92,0.0,0.0,718074.89,2394618.85,0.0,0.0,0.0,176638479.06,0.0,22623976.03,495270.05,0.0,0.0,0.0,0.0,0.0,1086.79,58084362.03,416.04,513031.82,0.0,0.0,23386305.560000002,0.0,0.0,0.0,0.0,153416152.35999998,0.0,11635496.100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18946328.28,5784802.85,50253952.47,229567906.79999998,4739834.83,1010200.0,0.0,1026686.96,0.0,1469515.07,80253663.17,28927186.259999998,0.0,0.0,14497079.209999999,0.0,0.0,0.0,2092348.98,0.0,0.0,0.0,0.0,5681.42,0.0,0.0
Distributors,0.0,719628.2,4042221.23,0.0,3253200.36,0.0,2403712.18,28958113.96,133600.0,199563434.24,81971068.42999999,58972018.910000004,37917515.43,0.0,43548628.74,280410.57,0.0,0.0,1546092.91,273414989.13,51381019.69,18800000.0,391217882.15,159482251.83999997,137056.83,1260700.0,336398255.2,31727.55,0.0,1056551593.15,56171567.529999994,148666960.07999998,0.0,492361749.69,0.0,0.0,1021051642.89,600380991.9,21010818.45,44731581.7,26907039.14,459902477.52,0.0,0.0,0.0,0.0,216252300.0,0.0,0.0,704096202.88,2220587.89,5769158.35,46827398.54,20009500.0,350368.29,692693.8,8900.0,0.0,0.0,0.0,465441667.47,0.0,17465776.16,0.0,0.0,167423649.4,1844701.44,0.0,0.0,0.0,1199831863.09,0.0,481801.16,38938.06,20875.48,0.0,1365000.0,0.0,0.0,0.0,0.0,0.0,0.0,98405091.16,1791300.0,163990.02,21860800.0,0.0,54670063.58,242924.53,0.0,36421359.81,24427305.08,0.0,0.0,118446769.59,224812.0,0.0,13864.0,48801973.7,13997007.94,990236.32,0.0,0.0,419581901.34,0.0,0.0
Diversified Chemicals,0.0,11478968.91,0.0,837981.19,11029077.24,41921616.95,445575.21,1850.0,29799823.22,442226554.90000004,217999970.49,0.0,28214329.310000002,707547.15,101229406.92999999,43810658.0,0.0,0.0,9754210.35,4435746429.7,706408528.02,23892346.2,516376880.15,145409063.86,181210705.57,1983793.48,0.0,13429200.0,77855538.0,55598255.98,6089819275.43,511460426.34999996,76154424.97999999,0.0,0.0,3367333.9499999997,975889886.44,1848815.6800000002,236698877.71,20831729.42,776989702.1,2999495.0,0.0,47904163.870000005,39056.0,177499323.67,1072472.8,0.0,0.0,0.0,245067.06999999998,639814309.31,1521685716.1000001,92850590.89,21934242.75,23170363.41,0.0,0.0,0.0,19481479.43,395965.81,0.0,247984927.33999997,0.0,684579.7,1782310141.19,34884243.45999999,0.0,0.0,3785.84,512932994.10999995,0.0,2614542.1,0.0,0.0,30088.5,0.0,0.0,71744365.51,0.0,605280918.9499999,0.0,29136195.73,657454951.43,37818040.07,93101717.37,504900.0,9513724.989999998,1528563.3499999999,134959790.63,0.0,198880639.59,602595164.09,83481.18,0.0,921041434.07,0.0,0.0,70492626.39999999,447885868.16,139467712.57999998,268867.92,84597938.81,54251004.54,46621406.28,230674.63,0.0
Diversified Metals & Mining,102454087.52,97951750.27,47980831.150000006,118096239.97,250429758.29000002,0.0,36886541.26,121896382.06,89259582.23,1122181901.6,319399540.52,0.0,140121630.17,4955220.0,7075804.89,28301.89,0.0,0.0,350511604.65,879660818.54,646517801.45,0.0,135941210.66000003,65899846.01,225950519.51999998,0.0,0.0,23490.56,77973798.4,7177255.24,523027327.5,10840068478.4,982351.14,0.0,0.0,3242.2,1094725516.73,26633172.71,148109463.72,361552966.51,766438939.9200001,500029.5,95098138.8,0.0,0.0,269534596.18,0.0,0.0,0.0,0.0,601494315.12,0.0,260954576.14999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50851944.97,0.0,18582143.54,0.0,0.0,2341604400.79,320754.71,0.0,2758590.09,147308.11,308632706.39,0.0,47456217.71,0.0,0.0,0.0,133348761.83,0.0,3356111.86,2984099.28,0.0,0.0,19000.0,191519978.49,12755688.54,42697476.48,0.0,0.0,427865.05,16914859.69,0.0,1005364344.6899999,270958543.8,0.0,0.0,512051964.85,67933700.0,0.0,0.0,3129120708.4,733654866.08,478489.58999999997,3399715.5900000003,1516613.0,1692477813.1100001,811556.68,0.0
Diversified Support Services,0.0,0.0,0.0,30580143.21,92766079.67999999,0.0,0.0,0.0,39001245.5,3638390.71,459999.99,0.0,0.0,0.0,18217.82,1796560.53,0.0,0.0,3493091.4899999998,17601246.53,41958773.04,51991279.43,52046971.34,0.0,58010.83,0.0,0.0,129865.0,0.0,0.0,1508026.4300000002,29027152.5,460344591.03,0.0,0.0,811010.92,1584957269.76,0.0,151495.4,93795956.44,85298.13,0.0,0.0,0.0,0.0,0.0,1737451.07,0.0,0.0,0.0,0.0,387895.69,124956632.35999998,6637168.49,0.0,0.0,35027239.25,0.0,0.0,7811584.81,2252299.37,0.0,82978399.01,0.0,0.0,263029853.29999998,0.0,0.0,0.0,0.0,43546910.519999996,20656384.9,64241099.839999996,0.0,10754.72,0.0,15592920.82,0.0,0.0,0.0,0.0,0.0,0.0,16461332.21,0.0,0.0,0.0,0.0,51493078.39,0.0,44171490.599999994,645984055.9200001,11689855.820000002,24180.339999999997,0.0,7728803.33,0.0,0.0,0.0,33370300.89,1721084.55,302379.67,0.0,0.0,32143170.42,413875.0,0.0
Drug Retail,0.0,1146871195.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113965134.05,0.0,8936301.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268558485.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5392.0,226781767.70000002,0.0,0.0,169149227.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692254107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473473327.29,0.0,0.0,0.0,0.0,377941402.3,8283.19,0.0,0.0,0.0,1705971456.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35368407.32,0.0,0.0,0.0,0.0,150082277.18,118524064.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471607.58,0.0,0.0,7139767.38,0.0,0.0,0.0,0.0
Education Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52782802.199999996,4448848.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10842693.54,1166.3799999999999,88484.96,3486.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21834.22,0.0,97843212.1,0.0,1157239.47,0.0,3364150.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118055.13,0.0,0.0,8490.57,0.0,0.0,0.0,3532.08,0.0,0.0,0.0,0.0,0.0,855407.35,0.0,0.0,0.0,0.0,469681.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568346.1099999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1853770.43,0.0,0.0,0.0,1618557.08,0.0,0.0,0.0,38158996.13,2677266.6799999997,0.0,39418929.75,44256972.96,28939.649999999998,0.0,0.0
Electric Utilities,0.0,0.0,160774370.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112432921.46000001,0.0,0.0,0.0,0.0,134042221.87,5419144.17,0.0,652738381.25,73883.5,565592.04,0.0,0.0,0.0,0.0,0.0,111867715.80000001,50525929.300000004,0.0,0.0,0.0,255787502.85000002,253535641.74,0.0,628540.08,255139399.99,0.0,0.0,0.0,0.0,0.0,0.0,12812624.6,0.0,0.0,0.0,0.0,46496151.14,627886.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930410725.73,0.0,0.0,0.0,0.0,22028269.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11605961.4,0.0,5611778.0,0.0,0.0,0.0,0.0,0.0,5877552.02,83554.42,0.0,0.0,98490307.01,0.0,0.0,0.0,0.0,0.0,2252410.66,0.0,0.0,9026.55,432571492.75,0.0
Electrical Components & Equipment,0.0,691526718.62,13085.85,33573547.79,884135513.53,519723548.71,1098753928.64,10926837.25,407963701.84,628677525.55,2337059090.67,242597352.07000002,42727449.15,198174485.0,477976996.93,35183846.47,0.0,2358.49,23850478.91,2066130502.24,385615523.19,13442479.23,1189548324.16,213356842.5,116426334.2,34810402.82,0.0,204270454.11,85415975.58,463109439.4,449420661.99,1626221146.63,436381923.62,69028996.07,43995716.25,237611953.98999998,17398469629.14,41337675.75,2021816828.6899998,682734801.99,348823004.29,92792915.28999999,7833766.26,0.0,3225714.71,30226.55,2934262.33,0.0,58350881.16,0.0,264745751.62,296696903.54,2302397526.86,1191941919.98,13961036.23,155827994.15,0.0,0.0,0.0,364343113.7,151042717.37,48144133.480000004,560664999.59,0.0,44940.87,6283217601.03,240194371.41,0.0,1917441.78,26794936.37,1091908683.61,0.0,506074361.4,361033324.91999996,5621582.24,34383708.4,49618915.56,69562552.67,233256245.28,28639921.2,1543362.83,136104689.02,218415577.67999998,516967392.05,145619466.94,67405603.54,95269152.69,275937.74,15492461.28,61816246.519999996,149150.94,4188462552.31,418251942.58,7666855.000000001,2193185.33,3950616177.15,73648236.29,0.0,66951514.41,2679174377.22,1497722375.03,177576490.64,840732352.9399999,37345836.07,841931522.8900001,89555918.13999999,0.0
Electronic Components,0.0,0.0,0.0,0.0,0.0,0.0,8226989.86,0.0,170403821.13,45078721.74,42479250.17,41764.0,0.0,0.0,3454599.92,82665.72,0.0,0.0,0.0,2097894.93,3183146.45,0.0,232914293.45999998,194287541.24,44514640.68,2508035.63,0.0,0.0,0.0,69657714.08999999,39379526.58,100920327.66,73444.96,0.0,0.0,76657755.99,98002842.03,217516337.02,171333536.30999997,206704626.85,91016.09,208425.19,0.0,0.0,0.0,1179.25,0.0,0.0,0.0,0.0,0.0,2792789.84,41775532.339999996,158328230.54999998,0.0,0.0,148147654.52,0.0,0.0,0.0,27165634.3,0.0,30038076.869999997,0.0,0.0,193611042.44,0.0,0.0,1489619.45,0.0,61474282.0,0.0,611514.48,0.0,0.0,13822.56,1871881.58,0.0,0.0,0.0,0.0,0.0,0.0,5679415.28,0.0,3644545.0500000003,0.0,1511051.98,15583298.14,372513.91,0.0,25525287.0,2976106.41,0.0,0.0,281025071.29,0.0,0.0,0.0,2896294.19,657478989.45,542803280.64,0.0,0.0,2854946.34,0.0,0.0
Electronic Equipment & Instruments,0.0,97618009.83999999,623.31,72924192.64,6153886.08,0.0,186166879.58,0.0,47279277.690000005,39399008.2,228170897.83,62418179.4,28408.91,0.0,25607536.98,0.0,0.0,171568.8,189742196.51000002,128243988.37,399995602.82,25490469.82,1124323920.23,1010043211.12,41527060.2,9111718.059999999,0.0,0.0,0.0,115726183.0,91458877.77,90545879.89,690387.12,4569065.15,19811.32,59615209.53,1326568050.52,55079596.16,2895287704.59,261150350.31,5987181.35,15563979.66,0.0,0.0,0.0,35723.0,16116.81,0.0,270442209.17,0.0,0.0,203004240.11,796067521.87,15415522.05,5114004.0,89253.13,0.0,0.0,0.0,18320163.470000003,83180492.79,0.0,81988711.07,0.0,0.0,921829868.65,104510390.04,0.0,11550.0,75471.7,672348699.74,0.0,0.0,15103272.87,10925.04,8082192.96,51612760.26,0.0,9464.15,0.0,0.0,1387754.72,2358.49,386742943.05,3064366.7800000003,85670085.36,14979060.04,0.0,25275192.060000002,0.0,64032784.96,1199355715.82,22269912.87,0.0,3089884.79,1473810072.2,0.0,0.0,0.0,337633330.20000005,687323143.0500001,18248306.700000003,1891885.4100000001,1700.0,240847670.06,306418791.71,283604848.26
Environmental & Facilities Services,61043408.78,0.0,38443800.0,6387733.0,479650657.8,0.0,27743113.060000002,1859154.44,0.0,113966900.0,10793617.55,276376465.24,487523.74,0.0,26232398.79,48648397.35,0.0,0.0,20953141.64,527496056.11,593638021.11,0.0,2083187435.05,513008968.72,9929918.86,0.0,7491941.56,0.0,32619118.8,6877464.28,182441983.01999998,574289073.16,0.0,0.0,0.0,255477225.17999998,595462299.63,0.0,62964376.16,783364941.46,106161259.87,580110.64,0.0,0.0,71038200.0,74769939.41,151315916.57999998,0.0,110400.71,0.0,297644439.14000005,175575.17,410468484.27000004,250771088.06,509000.0,3504416.84,0.0,0.0,0.0,23611103.46,303018.86,0.0,181400747.0,0.0,0.0,75877282.46,1456787.62,0.0,0.0,22390247.92,387279961.47,0.0,26026588.580000002,0.0,72749.55,0.0,98611.32,0.0,10864973.41,7140004.67,1406.16,0.0,0.0,180892.16,0.0,4082236.43,0.0,0.0,66371864.35,0.0,1233018.87,370401641.7,117355017.08000001,0.0,0.0,173217282.95000002,0.0,0.0,33170883.08,30331975.959999997,13197350.649999999,4416962.39,45475483.620000005,186878.73,448575438.82,5238579.48,0.0
Fertilizers & Agricultural Chemicals,0.0,0.0,0.0,918177341.18,1196321.07,0.0,322.33,379290306.8,3578755.76,967549307.0,3018117.62,0.0,930971.03,0.0,0.0,164350727.52,0.0,0.0,0.0,3320021307.01,238972849.39,52133119.25,1015942.3400000001,0.0,2980673.59,27597302.060000002,0.0,0.0,1276233.9900000002,35348153.33,390424384.33,199465360.83,0.0,0.0,16650.94,0.0,321372198.95,2426972.91,123342.48,50842313.54,3518137140.2000003,128025609.47,0.0,0.0,0.0,81296430.44,184943197.25,0.0,0.0,0.0,0.0,185407068.53,526497724.03000003,0.0,0.0,0.0,0.0,0.0,0.0,165106.0,2330.44,0.0,26689.38,0.0,0.0,490494512.17,1947870.8499999999,0.0,0.0,736431.74,69042346.35000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77762699.9,0.0,397883.19,0.0,0.0,120170386.72,217243815.21,40259384.97,0.0,0.0,9106502.16,8932964.4,0.0,167625788.85999998,415992868.86,11952438.89,0.0,56309460.46,0.0,0.0,0.0,330843610.61,4026958.7800000003,99801555.05,37948263.12,0.0,215072226.27,0.0,0.0
Food Distributors,0.0,0.0,0.0,711124050.8399999,0.0,0.0,0.0,0.0,121985.74,38115109.49,5000.0,30912.97,0.0,0.0,128446403.78,0.0,0.0,0.0,0.0,67155.95999999999,56462034.36,0.0,0.0,0.0,119718881.78999999,0.0,0.0,0.0,0.0,382099945.17,921367.59,1012231.7400000001,0.0,0.0,0.0,0.0,42222451.2,257392.63,606324443.11,0.0,29104758.34,815042741.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23761467.86,441249.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47101115.8,0.0,7873392.379999999,0.0,0.0,49617157.43,0.0,0.0,0.0,0.0,8100837.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26867.26,101573380.55,21718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760044300.2,0.0,0.0,495402392.35,0.0,0.0,0.0,94885800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food Retail,0.0,0.0,0.0,348500.0,0.0,0.0,0.0,0.0,0.0,0.0,683452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41571025.0,0.0,1092593.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193783597.20000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768389.39,0.0,0.0,0.0,0.0,21016.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4906000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Footwear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564840.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738100.0,136745.16,0.0,0.0,0.0,0.0,0.0,0.0,1738994.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130418.46,0.0,13881261.44,0.0,0.0,186100.41,0.0,0.0,0.0,0.0,0.0,218219153.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3888247.96,2505854.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964596894.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91695600.0,0.0,0.0,11504424.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228627457.70999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13541167.86,539726.68,0.0,4424.78,0.0,0.0,0.0,0.0,318484.68000000005,0.0,0.0,0.0,0.0,0.0,0.0,514188800.65999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107423100.0,0.0,0.0,0.0,0.0,0.0,0.0,527841.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2210707.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619783.1699999999,0.0,0.0,732600.0,0.0,282335.66,0.0,0.0,0.0,0.0,0.0,0.0,49545231.1,0.0,0.0,0.0,0.0,81.42,0.0,0.0,0.0,0.0,0.0,0.0
Gas Utilities,0.0,0.0,0.0,0.0,291011505.88,332970884.27000004,0.0,0.0,78285510.03999999,0.0,64147176.25,0.0,772778.94,0.0,5506270.45,0.0,0.0,3748700.0,0.0,1690244926.95,3954.96,0.0,595946196.34,0.0,0.0,0.0,0.0,0.0,8565903.36,0.0,0.0,977659535.8699999,0.0,0.0,0.0,0.0,0.0,0.0,1052902471.26,6527210.2299999995,1623978556.17,0.0,0.0,0.0,0.0,5145147745.34,6710097.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4699200.0,0.0,0.0,40142335.7,0.0,0.0,33628869.08,0.0,0.0,0.0,0.0,23621674.62,0.0,0.0,55916563.24,0.0,3049692.25,0.0,0.0,0.0,0.0,605926.44,992612.77,0.0,0.0,326268279.09,80943922.51,0.0,0.0,14589821.219999999,0.0,0.0,1629059268.99,295596082.42,0.0,0.0,29063831.17,0.0,0.0,0.0,159429878.85000002,280188.68,0.0,509274027.39,0.0,31738166.2,15851433.46,0.0
