Supplier_Industry,Advertising,Aerospace & Defense,Agricultural & Farm Machinery,Agricultural Products & Services,Air Freight & Logistics,Airport Services,Aluminum,Apparel Retail,"Apparel, Accessories & Luxury Goods",Automobile Manufacturers,Automotive Parts & Equipment,Automotive Retail,Biotechnology,Brewers,Building Products,Cable & Satellite,Casinos & Gaming,Coal & Consumable Fuels,Commercial Printing,Commodity Chemicals,Communications Equipment,Computer & Electronics Retail,Construction & Engineering,Construction Machinery & Heavy Transportation Equipment,Construction Materials,Consumer Electronics,Consumer Staples Merchandise Retail,Copper,Distillers & Vintners,Distributors,Diversified Chemicals,Diversified Metals & Mining,Diversified Support Services,Drug Retail,Education Services,Electric Utilities,Electrical Components & Equipment,Electronic Components,Electronic Equipment & Instruments,Environmental & Facilities Services,Fertilizers & Agricultural Chemicals,Food Distributors,Food Retail,Footwear,Forest Products,Gas Utilities,Gold,Health Care Distributors,Health Care Equipment,Health Care Facilities,Health Care Services,Health Care Supplies,Health Care Technology,Heavy Electrical Equipment,Highways & Railtracks,Home Furnishings,Home Improvement Retail,Homebuilding,Homefurnishing Retail,"Hotels, Resorts & Cruise Lines",Household Appliances,Household Products,Housewares & Specialties,Human Resource & Employment Services,Industrial Gases,Industrial Machinery & Supplies & Components,Integrated Telecommunication Services,Internet Services & Infrastructure,Leisure Facilities,Leisure Products,Life Sciences Tools & Services,Marine Ports & Services,Marine Transportation,"Metal, Glass & Plastic Containers",Motorcycle Manufacturers,Movies & Entertainment,Office Services & Supplies,Oil & Gas Drilling,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Oil & Gas Refining & Marketing,Oil & Gas Storage & Transportation,Other Specialty Retail,Packaged Foods & Meats,Paper & Plastic Packaging Products & Materials,Paper Products,Passenger Airlines,Personal Care Products,Pharmaceuticals,Publishing,Rail Transportation,Renewable Electricity,Research & Consulting Services,Restaurants,Security & Alarm Services,Semiconductors,Soft Drinks & Non-alcoholic Beverages,Specialized Consumer Services,Specialty Chemicals,Steel,Technology Distributors,"Technology Hardware, Storage & Peripherals",Textiles,Tires & Rubber,Trading Companies & Distributors,Water Utilities,Wireless Telecommunication Services
Construction Machinery & Heavy Transportation Equipment,0.0,924478693.0200001,18453982.3,0.0,484476726.51,0.0,0.0,0.0,0.0,34471670.36,56832770.71,26000.0,0.0,0.0,6870928.19,0.0,0.0,0.0,0.0,33000934.82,18281052.54,0.0,34843955.74,3152017988.97,9617412.44,0.0,0.0,0.0,0.0,15766481.61,35738930.97,769247014.25,53656.24,0.0,0.0,6088224.18,32805745.14,17132512.56,46595152.86,57568368.15,3481858.41,0.0,0.0,1932256.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046855.59,226010612.8,352803093.65999997,0.0,0.0,0.0,0.0,0.0,50477856.57,0.0,0.0,0.0,0.0,0.0,733110188.62,3659000.0,0.0,0.0,0.0,26742477.86,0.0,424304304.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186851080.5,45555829.14,15089154.989999998,147397470.84,0.0,0.0,39975189.95,0.0,134304694.07999998,7663623.01,2442225.57,0.0,63384261.43,244612165.67,0.0,0.0,0.0,14791651.59,197552067.0,0.0,4449646.02,13929019.8,4570706.609999999,0.0,0.0
Construction Materials,854128.44,0.0,158144.26,302929462.8,580000.0,0.0,0.0,0.0,110716407.28,12162259.2,125878.19,0.0,0.0,39668153.79,26219336.95,0.0,0.0,0.0,4409697.46,74101919.31,541255377.52,0.0,42874666.63,9096263.92,1234637414.61,0.0,0.0,0.0,57421143.27,0.0,66513150.11,10907561.77,5689768.48,0.0,116363.49,0.0,40426403.73,10034416.02,1909230.5699999998,100816164.96000001,0.0,159190.0,0.0,0.0,0.0,12927866.44,90153454.38,0.0,25997820.09,0.0,500000.0,475535.25,362554868.79999995,1319378.7,57330.0,0.0,0.0,0.0,0.0,0.0,102799.82,0.0,197170.0,0.0,0.0,25457810.75,5162.56,0.0,0.0,0.0,156347.04,0.0,195748757.8,34339704.370000005,0.0,0.0,0.0,0.0,6711.8,0.0,6095813.3,156241325.15,40631.33,40528549.45,464845.67,17921647.4,0.0,0.0,0.0,0.0,10233.96,190590833.91,10272751.94,0.0,366309.73,417883139.63,0.0,0.0,0.0,44851859.370000005,1197041.1099999999,0.0,424.53,0.0,877.1,0.0,0.0
Consumer Electronics,5791100.0,0.0,0.0,26512292.67,0.0,0.0,0.0,0.0,0.0,0.0,300485.2,0.0,0.0,0.0,0.0,90927200.0,0.0,0.0,0.0,0.0,2913832.33,0.0,68600.0,168042187.48,0.0,64293968.02,849100.0,0.0,0.0,360100.0,0.0,0.0,0.0,0.0,0.0,0.0,2395841.75,0.0,283018.87,9400.0,6212723.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49380645.330000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60631600.0,0.0,0.0,0.0,0.0,3480849.69,5158510.91,0.0,0.0,0.0,17205400.0,0.0,0.0,0.0,0.0,0.0,198254.73,0.0,0.0,0.0,0.0,0.0,0.0,955525.1799999999,797051.06,0.0,0.0,0.0,0.0,0.0,0.0,8203382.9,9420500.0,377810.7,0.0,0.0,0.0,0.0,0.0,1121814.2,3915669.4,0.0,0.0,0.0,41938266.41,0.0,0.0
Consumer Staples Merchandise Retail,452946.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165326543.62,0.0,1695096.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3906.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5675217.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4515452.18,0.0,0.0,20339202.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318618964.81,0.0,0.0,0.0,0.0,51688817.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Copper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8903982.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2785997.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210525433.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13289479.79,0.0,0.0,0.0,8097823.21,4703323.5,0.0,0.0,0.0,74363913.65,0.0,0.0
Distillers & Vintners,18350.44,0.0,0.0,0.0,418501.0,0.0,1410051.58,0.0,1890171.32,0.0,0.0,0.0,11788546.799999999,0.0,0.0,0.0,0.0,0.0,0.0,148880290.91000003,2247083.23,0.0,249909.74,0.0,0.0,0.0,1067.92,0.0,2453903653.69,0.0,5766147.51,14269882.1,0.0,0.0,0.0,0.0,104176.98999999999,0.0,0.0,0.0,0.0,0.0,1075047.35,0.0,0.0,628682.53,23624.78,0.0,0.0,0.0,16895023.51,0.0,466153.18,179649.08,0.0,0.0,0.0,0.0,0.0,0.0,30046611.330000002,0.0,187188.55,0.0,0.0,8551252.29,0.0,0.0,0.0,0.0,90213562.2,0.0,5727940.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155720.96,87013221.56,127381756.69000001,16099069.19,0.0,0.0,172737.26,0.0,6930429.01,0.0,847815.93,0.0,0.0,5156713.29,0.0,0.0,0.0,2856694.32,0.0,850304.0,0.0,0.0,342354.55,0.0,0.0
Distributors,0.0,741061.09,7766937.4399999995,0.0,0.0,0.0,17022046.24,0.0,0.0,145606137.27,18297072.26,62245.28,650337.81,0.0,14693.65,106242.86,0.0,0.0,0.0,13786732.07,846153.12,0.0,41818400.0,2700.0,0.0,503600.0,195737363.41,0.0,0.0,762806327.99,1514819.5,1009297.57,0.0,14563794.35,0.0,0.0,174810107.91,146427.43,3632135.27,14353110.59,34831943.43,72169811.06,0.0,0.0,0.0,0.0,47221000.0,0.0,239210.13,0.0,591368.67,2569327.7,13002638.420000002,1131858.4,1000.0,438592.91,6792.45,0.0,0.0,151467.6,179479270.39,0.0,1894584.05,0.0,0.0,24406376.92,38200.0,0.0,0.0,0.0,363430064.3,0.0,16769.49,0.0,58549.07,1415.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373000.0,0.0,23211000.0,0.0,28372152.13,593.28,0.0,669803.1599999999,26365565.94,0.0,0.0,15536218.8,121128.0,0.0,896504.42,0.0,6403875.47,0.0,0.0,0.0,10400.0,0.0,0.0
Diversified Chemicals,0.0,1544985.32,0.0,86242.68,11101406.77,117849.04,7032460.199999999,0.0,0.0,723923627.39,9958152.71,0.0,28465812.34,324410.37,31188376.54,0.0,0.0,0.0,4590267.79,1289554906.98,38051088.85,0.0,9090072.82,43706197.06,3156810.28,1631036.43,0.0,0.0,6821799.619999999,7544545.58,4491635215.46,150306007.9,0.0,10196.6,0.0,2117501.13,160898357.1,3163836.38,28685074.470000003,1362160.68,208726927.78,0.0,0.0,26291381.5,0.0,80611050.32,0.0,0.0,0.0,0.0,40000.0,244277433.54999998,577678655.06,551080182.4499999,262620.41,9689039.29,0.0,0.0,0.0,13785305.24,57874.36,0.0,9350841.059999999,0.0,327942.48,280715768.37,0.0,0.0,0.0,0.0,137821238.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92366388.99,0.0,679320584.4399999,0.0,3895077.3,328064058.52,11049197.49,55248575.510000005,0.0,5214190.84,2803675.43,8188.2,0.0,11489025.68,48705078.150000006,0.0,0.0,590333127.31,1410.12,0.0,55485359.32,828747378.28,4669183.51,0.0,691337.89,46883357.169999994,303554.85,0.0,0.0
Diversified Metals & Mining,0.0,20010326.619999997,0.0,0.0,60286027.45,0.0,6185963.68,0.0,0.0,24612859.08,8255151.41,0.0,76099067.17999999,0.0,2302405.83,11866.6,0.0,0.0,0.0,151859523.73,7823536.489999999,0.0,4430438.13,32281912.4,178602901.28,0.0,0.0,0.0,546506.0,2752307.1,441642076.74,5214426400.16,2468803.65,0.0,0.0,0.0,229896655.9,24852754.86,10215441.12,94785951.64,0.0,219109.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504701872.37,0.0,51928751.29,0.0,73979.1,0.0,0.0,0.0,0.0,0.0,117787659.0,600.0,441351.34,0.0,0.0,198267601.4,84905.66,0.0,0.0,54859.42,1858810.31,0.0,20050407.59,0.0,0.0,0.0,0.0,0.0,17704851.25,1371531.35,0.0,0.0,0.0,22711423.15,2921575.19,4346148.45,0.0,0.0,0.0,0.0,0.0,965300327.0799999,78233797.59,0.0,0.0,61297701.97,0.0,0.0,640629.05,3030866836.93,172773126.04000002,567078.75,55256.64,3266963.0,173717104.6,29557.49,0.0
Diversified Support Services,0.0,0.0,0.0,4278593.609999999,54903003.05,0.0,0.0,0.0,250104.95,19772703.0,0.0,0.0,0.0,0.0,162500.0,37495.12,0.0,0.0,1883984.3399999999,3937206.77,50185.73,0.0,3746929.67,0.0,93561.31,0.0,0.0,0.0,0.0,0.0,411486.73,7743943.86,195105783.92,0.0,0.0,120377.37999999999,663195855.84,0.0,31217.74,27382532.26,242985.1,0.0,0.0,0.0,0.0,0.0,15200.0,0.0,0.0,0.0,0.0,0.0,78416093.12,4084100.0,0.0,0.0,0.0,0.0,0.0,32046.6,376106.19,0.0,30113.21,0.0,0.0,28375234.5,0.0,0.0,0.0,0.0,436731.61,0.0,34199410.239999995,0.0,0.0,0.0,1112431.1199999999,0.0,0.0,0.0,0.0,0.0,0.0,31385460.310000002,0.0,0.0,0.0,0.0,209345.75,0.0,0.0,262944997.88,2818782.71,6152.66,0.0,29441411.16,0.0,0.0,0.0,0.0,123300.0,0.0,6792.45,0.0,10754.26,0.0,0.0
Drug Retail,0.0,572598579.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60065369.43,0.0,20529098.990000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605743685.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8389601.19,0.0,0.0,0.0,129602639.71000001,0.0,0.0,64992717.510000005,0.0,60929.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357830632.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237891564.3,0.0,0.0,0.0,0.0,193411142.57,0.0,0.0,0.0,0.0,608413062.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17776536.46,0.0,0.0,0.0,0.0,96871664.85000001,26391376.17,0.0,0.0,429718.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5364892.79,0.0,0.0,0.0,0.0
Education Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689257.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211297.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63414101.86,0.0,453936.72,0.0,1682075.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5044.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186272.36,0.0,0.0,0.0,0.0,334345.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19296563.849999998,0.0,0.0,19459912.56,19539335.46,0.0,0.0,0.0
Electric Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484617.79,0.0,0.0,0.0,0.0,0.0,15326576.41,127149.33,0.0,174716.97999999998,20986.07,2324.8,0.0,0.0,0.0,0.0,0.0,24263368.07,22101327.45,0.0,0.0,0.0,28979947.25,122848555.49,0.0,33640.44,671189.94,0.0,0.0,0.0,0.0,0.0,126199.69,1724066.62,0.0,0.0,0.0,0.0,21025665.56,142474.53999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467551.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7754140.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49001.13,0.0,0.0,0.0,11237029.44,0.0,0.0,0.0,0.0,0.0,1871256.27,0.0,0.0,0.0,0.0,0.0
Electrical Components & Equipment,0.0,300818574.84,36972493.41,0.0,115842986.09,4915.37,886212859.6200001,5132.74,147410620.66,71814046.17,2056782842.89,2600.93,15697129.799999999,122062188.0,75019709.91,64254.479999999996,0.0,1343560.69,12948684.84,297369299.32,754182912.49,1419987.83,210254212.87,111147081.25,38521619.0,66748743.84,6000.0,1330878.16,15780633.02,250205658.99,78289045.45,846384188.89,21625487.34,22418020.240000002,0.0,6248034.94,7314667542.33,1628503.4800000002,710060928.87,60480270.62,93282536.61,80707.96,1248551.48,0.0,5854867.36,0.0,151794.8,0.0,2050237.1400000001,0.0,312794873.52,1147357849.66,181300341.55,360051877.89,37936270.28,2505381.38,0.0,0.0,0.0,28959136.11,19360280.45,0.0,94638175.71,0.0,0.0,2599367161.6,40833504.1,0.0,244813.65,10043.0,532256970.95,0.0,16357653.79,63336.45,17504246.529999997,7587098.32,8108344.15,0.0,0.0,0.0,0.0,0.0,134626388.7,373568082.33,115097403.71,37934702.34,878550.85,0.0,4993896.64,33859506.21,88726.41,894940288.87,355740436.53,2128245.96,1132902.03,777588464.42,19035.4,0.0,536541.46,1872605717.5,193747639.23,46794178.88,42357560.13,3981182.4699999997,155580218.45,257534.83,0.0
Electronic Components,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90916255.91999999,6701369.73,51967591.169999994,0.0,1517358.49,0.0,1757521.26,274234.17,0.0,0.0,0.0,3849822.15,0.0,0.0,1757743.3599999999,70730587.13,3712617.03,0.0,0.0,0.0,0.0,4881226.49,137254.21,18824223.92,0.0,0.0,0.0,0.0,41017063.98,69259258.25,44905209.53,849.56,66596.0,74894.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512398.11,8562997.129999999,77560.18,0.0,0.0,127177.2,0.0,0.0,0.0,0.0,0.0,4437556.13,0.0,0.0,11999013.34,0.0,0.0,0.0,0.0,55344647.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1915666.27,0.0,3443888.0,0.0,547734.22,138010.56,14056.11,0.0,0.0,22723.66,0.0,0.0,169037053.92,0.0,0.0,0.0,76332786.3,240413742.46,348298950.1,0.0,0.0,1859301.73,0.0,0.0
Electronic Equipment & Instruments,0.0,45309457.29,0.0,93379673.58,4362902.71,42641.51,12824965.66,5792916.09,6372888.47,32955111.45,51890602.17,1724.21,0.0,0.0,6033790.38,0.0,0.0,662117.02,2221428.29,370031215.6,149747895.96,0.0,18159567.53,209564616.04,2677765.72,77977280.38000001,0.0,0.0,0.0,22000.0,6322059.53,130769429.22,1163088.24,1590864.0,0.0,818667.54,129950528.5,483230.0,2711327546.79,29486901.369999997,20970.0,76012231.74000001,0.0,0.0,0.0,170298.34,1858.44,0.0,6176304.57,0.0,0.0,21462365.49,82296747.93,0.0,0.0,12474.0,0.0,0.0,0.0,71741.0,10506991.12,0.0,45176.469999999994,0.0,0.0,154268717.92,7876263.76,0.0,0.0,0.0,75885650.63000001,0.0,0.0,0.0,0.0,15094.32,489845.17,0.0,3647848.12,0.0,0.0,0.0,0.0,5466806.39,809368.06,70654758.57000001,0.0,0.0,5434558.22,0.0,3087583.52,22999018.32,2639169.76,0.0,0.0,115024159.85000001,0.0,0.0,0.0,46640505.74,137041598.65,6581939.07,971652.87,0.0,5734625.7,152796675.97,0.0
Environmental & Facilities Services,0.0,0.0,0.0,965490.0,576318818.24,0.0,2050000.0,1995245.05,0.0,0.0,703033.0599999999,257796.72,0.0,0.0,292142.69,0.0,0.0,392656.79,0.0,112171012.7,189043.97,0.0,121681186.56,4775551.239999999,3232424.3000000003,0.0,459.22,0.0,0.0,34800.0,85746535.01,119640.09,12413500.0,0.0,0.0,39465269.34,30977861.83,0.0,33597931.2,203442672.28000003,86373496.92000002,0.0,0.0,0.0,0.0,33409796.03,110046913.53999999,0.0,0.0,0.0,187049761.14999998,84055.6,747020.4,26190068.599999998,0.0,0.0,0.0,0.0,0.0,11679220.31,0.0,0.0,9120685.71,0.0,0.0,33346752.62,810175.22,0.0,0.0,0.0,9247695.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416490.57,0.0,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11686655.66,0.0,767692.26,15741666.95,16638481.73,0.0,0.0,36222942.95,0.0,0.0,0.0,44187091.52,0.0,0.0,1273514.64,160377.36,301469205.65,2253897.3200000003,0.0
Fertilizers & Agricultural Chemicals,0.0,0.0,0.0,28767897.549999997,27969.56,0.0,0.0,0.0,2828236.29,403267450.0,3128661.91,0.0,656928.11,0.0,0.0,0.0,0.0,0.0,0.0,2280168731.82,31794936.669999998,0.0,37696.14,0.0,595104.61,5120849.94,0.0,0.0,16945709.400000002,61837180.29000001,57020524.25,2808710.8,0.0,0.0,0.0,0.0,272685949.33,2627128.99,4241616.32,32592598.49,1305248781.92,0.0,0.0,0.0,0.0,17018064.990000002,23561.07,0.0,0.0,20381528.29,0.0,15271241.44,73717231.46,0.0,0.0,0.0,0.0,0.0,0.0,7790.0,0.0,0.0,35332.08,0.0,0.0,290374349.85,113200.0,0.0,0.0,0.0,55268737.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558032169.05,0.0,0.0,0.0,0.0,68722398.57,115847136.13,54023.59,0.0,0.0,8872895.54,5217577.07,0.0,0.0,0.0,0.0,0.0,36238135.269999996,0.0,0.0,0.0,439603820.1,0.0,0.0,4158735.6399999997,0.0,9405706.87,0.0,0.0
Food Distributors,0.0,0.0,0.0,18479057.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18365.55,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,5047573.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157736730.70999998,52902.54,62665.13,0.0,0.0,0.0,0.0,0.0,3860195.5999999996,2044274.76,0.0,32820200.099999998,504674748.34000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12347477.12,8190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4143943.84,0.0,0.0,9726200.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870026.76,66713742.92999999,5871.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741359.87,0.0,0.0,57190086.45,0.0,0.0,0.0,54999400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17872173.46,0.0,565126.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50657866.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26623.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7185466.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Footwear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694927.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14089900.0,10947.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38877.78,0.0,2847863.13,0.0,0.0,43644.27,0.0,0.0,0.0,0.0,0.0,39018499.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781878.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2809015.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47815.91,0.0,0.0,0.0,0.0,0.0,0.0,202616183.85000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167262.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023814.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas Utilities,0.0,0.0,0.0,0.0,513084.62,0.0,0.0,0.0,382285.04000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926100.0,0.0,87620715.02,1100.92,0.0,267706198.49,0.0,0.0,0.0,0.0,0.0,3461889.5300000003,0.0,0.0,35567253.83,0.0,0.0,0.0,1021189.5,0.0,0.0,0.0,32889.39,1024669278.63,0.0,0.0,0.0,0.0,764583301.82,18189792.52,0.0,0.0,0.0,0.0,0.0,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28529075.7,0.0,0.0,211668.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23828314.79,0.0,3509679.8,0.0,0.0,0.0,0.0,0.0,52378.96,0.0,0.0,0.0,428319.78,0.0,0.0,5225552.33,0.0,0.0,1204143919.08,0.0,0.0,0.0,3806988.29,0.0,0.0,0.0,65650.69,1085000.0,0.0,291797676.4,0.0,15738652.28,0.0,0.0
Gold,0.0,0.0,0.0,2294738.95,151659.72,0.0,0.0,0.0,42083247.6,466893.34,4972852.109999999,0.0,0.0,0.0,0.0,12538.06,0.0,0.0,25700.0,19373785.5,0.0,0.0,1255511.23,0.0,0.0,0.0,0.0,0.0,0.0,189279.24,0.0,690582.3200000001,0.0,0.0,0.0,0.0,14693050.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383893.8,1429467870.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141700.0,0.0,0.0,0.0,0.0,49949857.69,0.0,0.0,0.0,32592.87,389244001.92,0.0,0.0,0.0,0.0,51000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213746400.0,0.0,0.0,0.0,132743.36,0.0,0.0,74620054.27,0.0,0.0,0.0,1040667.6699999999,0.0,0.0,0.0,82209598.27,0.0,0.0,459294.31,1334433.46,1284255.21,0.0,0.0
Health Care Distributors,0.0,0.0,0.0,0.0,4764713.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
