Supplier_Industry,Advertising,Aerospace & Defense,Agricultural & Farm Machinery,Agricultural Products & Services,Air Freight & Logistics,Airport Services,Aluminum,Apparel Retail,"Apparel, Accessories & Luxury Goods",Automobile Manufacturers,Automotive Parts & Equipment,Automotive Retail,Biotechnology,Brewers,Building Products,Cable & Satellite,Casinos & Gaming,Coal & Consumable Fuels,Commercial Printing,Commodity Chemicals,Communications Equipment,Computer & Electronics Retail,Construction & Engineering,Construction Machinery & Heavy Transportation Equipment,Construction Materials,Consumer Electronics,Consumer Staples Merchandise Retail,Copper,Distillers & Vintners,Distributors,Diversified Chemicals,Diversified Metals & Mining,Diversified Support Services,Drug Retail,Education Services,Electric Utilities,Electrical Components & Equipment,Electronic Components,Electronic Equipment & Instruments,Environmental & Facilities Services,Fertilizers & Agricultural Chemicals,Food Distributors,Food Retail,Footwear,Forest Products,Gas Utilities,Gold,Health Care Distributors,Health Care Equipment,Health Care Facilities,Health Care Services,Health Care Supplies,Health Care Technology,Heavy Electrical Equipment,Highways & Railtracks,Home Furnishings,Home Improvement Retail,Homebuilding,Homefurnishing Retail,"Hotels, Resorts & Cruise Lines",Household Appliances,Household Products,Housewares & Specialties,Human Resource & Employment Services,Industrial Gases,Industrial Machinery & Supplies & Components,Integrated Telecommunication Services,Internet Services & Infrastructure,Leisure Facilities,Leisure Products,Life Sciences Tools & Services,Marine Ports & Services,Marine Transportation,"Metal, Glass & Plastic Containers",Motorcycle Manufacturers,Movies & Entertainment,Office Services & Supplies,Oil & Gas Drilling,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Oil & Gas Refining & Marketing,Oil & Gas Storage & Transportation,Other Specialty Retail,Packaged Foods & Meats,Paper & Plastic Packaging Products & Materials,Paper Products,Passenger Airlines,Personal Care Products,Pharmaceuticals,Publishing,Rail Transportation,Renewable Electricity,Research & Consulting Services,Restaurants,Security & Alarm Services,Semiconductors,Soft Drinks & Non-alcoholic Beverages,Specialized Consumer Services,Specialty Chemicals,Steel,Technology Distributors,"Technology Hardware, Storage & Peripherals",Textiles,Tires & Rubber,Trading Companies & Distributors,Water Utilities,Wireless Telecommunication Services
Computer & Electronics Retail,0.0,0.0,0.0,0.0,428600.0,0.0,0.0,0.0,510785.31,4362127.0,32444502.560000002,0.0,0.0,0.0,14807621.66,0.0,0.0,12516285.15,0.0,0.0,0.0,81346284.18,197900268.15,0.0,58969887.62,31282.68,0.0,0.0,0.0,30454793.66,979555.16,52968373.41,0.0,0.0,373488.94,0.0,130585324.5,0.0,26169960.89,0.0,1290226.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3116339.31,0.0,0.0,0.0,0.0,0.0,0.0,313445.2,0.0,0.0,28896877.450000003,0.0,0.0,103864854.33000001,94474.84,0.0,0.0,0.0,32459660.529999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328810000.0,0.0,0.0,0.0,0.0,0.0,70429000.0,0.0,0.0,55478977.06,0.0,0.0,574182.95,8978157.45,0.0,0.0,0.0,114352175.78,102047475.08999999,0.0,0.0,0.0,4024397.23,0.0,0.0
Construction & Engineering,48542570.080000006,116319805.87,4979958.1899999995,5254198882.89,1963704794.98,458507939.41999996,618901625.26,88689741.64999999,312755441.79,564638772.83,224420591.14999998,658263277.22,56044113.17,0.0,77681495.94000001,390894100.26000005,0.0,7395033.42,106657482.28,5423616881.27,4401088619.53,7899848.359999999,141189974932.99,214491371.79,3453823630.2599998,1778882.75,23486077.87,87808022.5,373546736.23,1199966712.89,185051984.26999998,473051836.01,1409651010.89,3569449.59,0.0,913070539.9,4950769685.4,25194935.040000003,269298923.97,4021831523.51,910930237.79,13271039.48,289891418.12,33.03,0.0,216697745.17,11108672.4,0.0,51841448.75,15255660.38,246305311.54,305873991.01,3582294537.62,88092268.22,3377455235.87,5527461.88,0.0,0.0,352254165.01000005,987912526.83,107153.98,118642201.32,172322439.21,0.0,0.0,4228822127.72,70949778.91,0.0,0.0,47009638.52,1830570603.8799999,3673333.34,465910678.76,203749829.16,34316617.44,216373102.96,1251918.6500000001,180366.06,119868489.58,312569.73,71095322.36,553362133.23,5363588.29,1887770409.6200001,1031167514.73,272818579.14,7359867.06,0.0,162551601.13,487523.44,247070329.12,5484733721.27,1911078735.28,203103.22999999998,126867043.95,4064149387.92,0.0,0.0,90240465.14999999,870877258.6,894863788.21,5078713.62,154007166.22,3240349.16,313080207.93,683676523.33,0.0
Construction Machinery & Heavy Transportation Equipment,0.0,497159862.49,18023024.7,0.0,945354228.76,0.0,43454265.34,38056144.39,0.0,69688050.91,672094453.75,35400.0,0.0,0.0,19051388.31,0.0,0.0,0.0,2103244.84,143186691.53,238883577.25,0.0,1940407348.79,8150511133.24,79902384.17,0.0,0.0,0.0,0.0,71711880.76,160964662.19,146436932.95,273273.60000000003,0.0,0.0,56650119.07,739115582.3100001,28610644.8,537262983.55,324321864.74,4357964.6,198191.65,0.0,2140084.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74000724.69,709879380.13,1527346243.24,0.0,0.0,0.0,0.0,0.0,367688700.09000003,0.0,4710.8,37665808.28,0.0,0.0,7421516992.7699995,9158230.18,0.0,0.0,0.0,249138113.99,0.0,426239405.6,0.0,1691514.41,0.0,0.0,0.0,0.0,0.0,86944269.52,0.0,0.0,658888741.6,84019108.45,156953306.2,0.0,0.0,542061528.47,0.0,293971893.82,521144759.89000005,15561027.57,0.0,121551148.96,1959861419.55,0.0,0.0,331592.92,378051659.56,423948899.23,0.0,15539031.8,52517040.98,150226844.26999998,0.0,0.0
Construction Materials,3989222.47,0.0,49018077.31,1478146174.41,5571127.72,0.0,1168115.9,46093202.59,793138065.15,75811917.22,115087164.32,0.0,40555.75,92841634.7,63121815.88,0.0,0.0,0.0,17068035.92,892731713.4200001,558501940.4200001,0.0,1960415731.43,59528866.81,7359159892.2699995,0.0,0.0,0.0,158046233.55,3748881.01,125599886.91,601088341.34,15406255.7,0.0,609952.36,52973650.81,1187982550.12,88242141.59,21215362.5,1191059857.4299998,989802425.79,60431.18,0.0,0.0,0.0,25345831.83,233664657.66,0.0,0.0,0.0,4622641.38,1217627.06,1756493796.17,107692653.72,340903.63999999996,0.0,0.0,0.0,0.0,377358.49,55282132.91,0.0,14956925.85,0.0,37477.88,945859463.15,1019769087.08,0.0,0.0,7550031.83,1186991558.3,0.0,562470289.25,70444163.44,0.0,0.0,0.0,0.0,27491.92,0.0,30636247.16,44440123.5,145558.65,129746435.42,1416934.94,37692235.54,0.0,0.0,0.0,0.0,143467.49,229338685.63,169909826.91,0.0,1226945.99,1049052371.14,0.0,0.0,5744.0,450052931.38,149450735.98,1479706.64,44320638.6,0.0,242371033.09,0.0,0.0
Consumer Electronics,12716400.0,0.0,0.0,54483835.8,0.0,0.0,0.0,189148548.38,0.0,8500177.3,7175020.29,0.0,14459200.0,0.0,0.0,125516700.0,0.0,0.0,0.0,0.0,5865666.52,7987.52,2401207.38,447186616.9,0.0,152608961.17,1698100.0,0.0,0.0,108673201.38,0.0,0.0,0.0,0.0,22641.51,0.0,119435481.13000001,24577300.0,43368576.88,28300.0,29201690.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39700.0,0.0,0.0,0.0,368584296.75,0.0,0.0,0.0,0.0,0.0,0.0,198871905.8,141033081.81,0.0,0.0,0.0,0.0,9543055.55,26311394.71,0.0,0.0,0.0,33446900.0,0.0,0.0,0.0,0.0,0.0,182203.77,0.0,0.0,0.0,0.0,0.0,0.0,8152695.51,2033901.73,0.0,0.0,0.0,4164383.58,0.0,0.0,94404973.18,86218087.62,719821.85,5932186.07,92272688.86,0.0,0.0,0.0,1121814.2,41463478.03,0.0,0.0,0.0,57072828.25,0.0,0.0
Consumer Staples Merchandise Retail,452946.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4197169.79,0.0,0.0,0.0,127358.49,138600.0,0.0,0.0,866788.0,0.0,0.0,784900.0,626979550.77,0.0,1785633.8399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2718.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7518.6,74391731.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11173252.82,0.0,0.0,23987989.27,0.0,0.0,0.0,0.0,0.0,0.0,15565004.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727737833.3499999,0.0,0.0,0.0,0.0,105305661.87,1688192.01,0.0,0.0,0.0,6776975.149999999,0.0,0.0,132660942.35999998,0.0,0.0,0.0,283018.87,0.0,0.0,5395330.95,0.0,4894616.66,0.0,0.0
Copper,0.0,0.0,0.0,0.0,0.0,0.0,4081629.99,0.0,0.0,0.0,2240706.48,0.0,107607.53,0.0,0.0,0.0,0.0,0.0,0.0,908821927.19,10962.83,0.0,3517012.77,0.0,0.0,0.0,0.0,163269118.33,0.0,0.0,4580280.05,45492169.06,0.0,0.0,0.0,0.0,8413370.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32755116.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48190509.64,0.0,0.0,0.0,0.0,63355376.28,0.0,0.0,0.0,0.0,0.0,948494.45,0.0,0.0,0.0,0.0,0.0,0.0,455573049.34999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79712981.85,0.0,0.0,0.0,53535147.0,0.0,0.0,0.0,1294239538.31,28523969.22,0.0,0.0,0.0,125480229.23,0.0,0.0
Distillers & Vintners,349224.76,0.0,0.0,39452827.22,17753044.0,0.0,11743088.850000001,61239115.54,2911952.36,4266120.92,70480.0,2032196.3,25814835.330000002,26446353.11,17844573.45,0.0,0.0,0.0,0.0,989489323.38,3392637.1999999997,155339.8,2702657.42,0.0,0.0,0.0,2364.6,0.0,3618657756.46,0.0,49845063.699999996,136139822.03,2032211.68,0.0,0.0,875471.69,62100888.62,0.0,5325909.39,0.0,348393134.23,2109812.0,2691604.16,0.0,0.0,719745.37,2253960.0,0.0,0.0,0.0,59487606.48,1050000.0,22041270.95,302806.68,0.0,0.0,0.0,0.0,0.0,0.0,57803333.85,88605502.59,993977.16,0.0,0.0,10056917.93,7086.72,0.0,0.0,1701712.37,147644095.74,0.0,13582280.520000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167379.35,353100293.35,154431283.48,35325338.95,5097530.99,0.0,250488.16,0.0,96613179.85,220572524.06,5267834.43,0.0,67972.2,13324165.62,0.0,0.0,0.0,116884653.35,0.0,0.0,0.0,0.0,48093.81,0.0,0.0
Distributors,203556.83,931337.8,10346443.9,0.0,7137218.0,0.0,467639274.23,2706656.84,45168306.79,334973620.09000003,145981868.58,164424962.38000003,3952834.11,0.0,589746.65,34102058.65,0.0,0.0,3008166.98,1082145513.11,123806650.71,18474391.38,1612274215.88,81370631.49000001,2830.19,367160692.66,322218000.79,599169.37,0.0,1772420642.6699998,68762263.48,222846936.73,87013389.83,681548417.1800001,0.0,6762142.94,938836490.57,40088655.0,797066495.46,23348155.77,564528532.73,152358490.66,0.0,0.0,0.0,26784.0,101407337.73,0.0,243671.67,323579111.03,1572576.61,25731598.25,207640909.15,259950854.41,26028159.580000002,4383929.5,6792.45,0.0,0.0,2362967.67,441312113.56,0.0,44845988.83,0.0,0.0,28993267.83,77000.0,0.0,0.0,0.0,1265532666.26,0.0,20045.11,0.0,125764.23,12594.34,94959.07999999999,0.0,0.0,0.0,0.0,0.0,20633764.99,263707192.22,590458.8,17914731.02,32353900.0,0.0,356304231.28000003,13100.13,0.0,1102119262.81,86674009.08,0.0,0.0,64584974.97,179340.0,0.0,12200.0,11832331.9,71756513.56,189729258.71,198044878.95999998,0.0,106907081.35,0.0,0.0
Diversified Chemicals,0.0,1941000.54,0.0,3367163.05,18109758.82,42094508.87,714955.77,20936855.35,10143712.08,1194265364.48,180573867.82,18900.0,59583017.34,707547.16,173375653.85,0.0,0.0,0.0,8838596.05,5217714916.04,943686156.83,40847759.18000001,374766054.2,224182992.36,131253590.23,4419994.4,0.0,282566.37,62294961.75,132255606.42999999,8830713384.73,676286809.42,166897369.38,0.0,7874336.28,35636955.86,1425828223.2,5229943.83,175735649.78,74450691.99,1133026197.21,194519628.95,0.0,42878217.98,0.0,175371672.04,8496715.709999999,0.0,0.0,0.0,40000.0,675521854.37,1838727115.61,666358474.71,18485090.369999997,16970150.4,0.0,0.0,0.0,40104988.949999996,54819285.37,35646403.56,121551739.8,0.0,653628.28,1595396810.56,53662958.04,0.0,0.0,0.0,1636996880.33,0.0,14896881.85,0.0,13302034.54,12594.34,0.0,0.0,149746664.2,72103.02,94232326.46,5877834.17,66073336.47,1270302100.12,51672481.31,97439913.44,0.0,10249907.46,131840711.71,0.0,0.0,1982150174.31,852586300.34,0.0,1348.0,1296111742.05,68271000.0,0.0,145464304.56,881195508.65,233838919.62,0.0,77093075.47,95110929.41,340822877.36,379805.97,0.0
Diversified Metals & Mining,247724077.62,75445215.24000001,0.0,80024444.77,150560863.1,15403162.2,45121446.03,238966118.45,207582121.72,25841975.36,482091489.67999995,0.0,220698920.41,5304628.8,91795661.99000001,62836.6,0.0,0.0,587215320.25,1038763011.23,91171098.11,0.0,1328608032.58,303843048.74,365628682.31,0.0,0.0,315067.47,1289710.92,5953714.2,720719749.76,11819982199.12,8708082.459999999,0.0,947.5,9517986.24,2592653140.83,149948298.0,233588781.79,1128286449.19,628116311.36,351115.82,0.0,0.0,14151100.0,101342407.47,13309.0,0.0,0.0,0.0,775929889.86,85647681.23,825364283.5,0.0,147958.2,0.0,0.0,0.0,245960.41,3801613.45,159830956.56,0.0,49595020.64,0.0,0.0,1047046985.86,806965955.36,0.0,6612018.54,107285.2,216906191.83,0.0,70693543.88,0.0,0.0,0.0,27126471.189999998,0.0,143860165.09,2641530.16,82794968.9,0.0,0.0,152129242.81,3023144.04,2576423.66,0.0,0.0,0.0,17993407.05,0.0,785124144.93,1122577224.81,0.0,0.0,665721068.74,2011074.3,0.0,3194994.27,5442128516.49,29248956.37,22700154.94,3393791.0300000003,8380373.0,1271436855.5900002,18149461.830000002,0.0
Diversified Support Services,0.0,0.0,29195455.25,11273273.77,182715131.43,0.0,138919116.9,0.0,66339990.29000001,162598702.4,8077444.16,2913.2,0.0,0.0,162500.0,112267967.64,0.0,0.0,4069574.6999999997,274903746.82,6256717.66,48331831.61,158013868.42,276878.32,390591.01,0.0,0.0,197328.33,0.0,0.0,36289222.78,33610837.49,742378400.89,0.0,0.0,130347141.96000001,1639655098.1599998,0.0,613977.2,273599386.02,375917.87,0.0,0.0,0.0,0.0,0.0,33728.3,0.0,0.0,0.0,0.0,5557521.24,108691234.37,4084070.9,198901523.63,716420.67,43327905.6,0.0,0.0,53997.92,4069681.56,0.0,54642789.72,0.0,0.0,150537771.64,13920257.58,0.0,0.0,0.0,7463608.7700000005,932397.63,153211262.42,0.0,4716.98,0.0,77048.96,0.0,0.0,0.0,0.0,0.0,269750.0,67121213.64,12766.99,0.0,0.0,0.0,94185958.55,754.72,0.0,820846059.5699999,10654255.280000001,6152.66,6699413.93,58366649.4,14795.8,0.0,28854.62,33964299.54,144414.66,0.0,71351333.1,0.0,85585662.37,15783637.33,0.0
Drug Retail,0.0,1190542254.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122160811.62,0.0,53847186.33,0.0,0.0,0.0,0.0,0.0,0.0,429142.88,1221602102.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129500.0,320266247.33,0.0,0.0,155462130.35,0.0,10710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713132858.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518557785.78999996,0.0,156088.41,0.0,0.0,417139514.21,0.0,0.0,0.0,0.0,1768985037.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14164142.6,0.0,0.0,0.0,0.0,790192727.75,78608142.51,0.0,3680271.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107873.02,0.0,8175004.52,0.0,0.0,0.0,0.0
Education Services,0.0,0.0,0.0,0.0,0.0,65931812.26,0.0,0.0,0.0,0.0,3065250.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16794105.19,0.0,10942447.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529752.5,0.0,529569824.06,0.0,7488574.550000001,0.0,2647169.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77478.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66617.49,2717284.13,0.0,7838205.19,0.0,554114.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38601782.2,0.0,102339.62,0.0,0.0,0.0,97330.7,0.0,1618877.37,0.0,0.0,0.0,27947654.2,0.0,0.0,0.0,27593495.12,1153832.09,0.0,30081482.86,45285208.07,607.43,0.0,0.0
Electric Utilities,0.0,0.0,0.0,4374394.51,684164660.5400001,1655149.62,0.0,0.0,0.0,0.0,1094271728.26,0.0,674110.95,1356667.53,10763137.52,0.0,0.0,0.0,0.0,943037708.61,9273502.9,0.0,812124509.0500001,250858.02,4712499.23,0.0,20242004.53,0.0,0.0,0.0,188434532.87,38654864.59,178948.13,0.0,118867.92,4349262915.12,805475580.03,0.0,146315741.12,413621619.65,668315801.81,0.0,0.0,8900.0,0.0,777151730.74,29291601.05,0.0,0.0,0.0,0.0,68679960.33,660666903.62,0.0,0.0,593028.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712557993.16,88450.03,0.0,0.0,0.0,16977342.73,0.0,0.0,394026.57,0.0,0.0,51978067.88,0.0,0.0,0.0,0.0,333323583.82,2258520.0,30760182.939999998,0.0,54704800.0,0.0,0.0,0.0,0.0,0.0,2657674165.67,82494817.36,0.0,0.0,22559030.25,41117890.2,0.0,354534234.12,212430636.66,8754967.92,4809423.11,231569974.54000002,0.0,5852252.77,1473625539.0500002,0.0
Electrical Components & Equipment,11586382.59,29547155.15,20195400.63,200173687.72,1291608425.8400002,879779555.29,1020072227.73,31501668.060000002,360826481.43,687064042.26,3876243793.85,367886515.79,50448547.02,240394360.0,392207321.2,872580644.46,0.0,159976737.08,29303362.5,3079487476.62,768878626.86,28085824.4,5522030894.23,1337783882.88,306029766.2,181434275.70000002,2377893.75,824988449.91,98839171.3,523851379.09000003,2172187654.04,2072909228.53,885458408.9499999,47117999.21,24494168.349999998,269449323.0,21677108781.15,90767060.39,2608585117.24,1908771419.8899999,200364704.2,529696522.08000004,1267411.54,149663.39,30476975.29,57569222.56,5643031.63,0.0,40582575.18,0.0,602487894.53,2206173651.84,3246493523.03,855113067.6400001,246762879.22,115866727.61,0.0,0.0,1305241.26,58452653.44,690124813.36,0.0,581133284.25,0.0,0.0,10360709810.95,605517704.0799999,0.0,737312.3,21274821.71,3175002412.13,0.0,65264909.529999994,111963481.19,13203022.459999999,58651758.32,64386253.1,81388661.74000001,16408120.32,7253.26,2831.86,202138347.95,422413907.21999997,282810845.41,252614338.25,78215257.09,70043359.55,572169.81,60683473.87,230772178.76999998,78582738.74,4446154498.34,2416316312.36,1527138.91,3889790.04,5169203075.15,25430.99,0.0,155933937.01999998,6387355850.16,1121359204.98,283792995.16,698881143.76,45629548.51,652145383.29,814455798.8599999,969120421.57
Electronic Components,0.0,161320.75,0.0,1930085.0,2683939.14,0.0,2255165.63,0.0,315999610.35,23565825.54,152873508.88,0.0,6456136.52,0.0,42519703.26,180555.23,0.0,0.0,0.0,5059259.42,39184.46,0.0,638764440.0500001,229550695.94,7586968.38,0.0,0.0,0.0,2485321.1,11376765.02,457591.80000000005,180580629.31,0.0,0.0,0.0,110373341.11,79628025.06,379008325.11,425411258.26,7503966.7,0.0,83062.83,0.0,0.0,1769.9,146222.75,0.0,0.0,0.0,0.0,0.0,163064232.18,27294971.11,163328227.68,0.0,0.0,107537728.57000001,0.0,0.0,0.0,3563626.73,0.0,5138352.87,0.0,0.0,126818021.81,8093706.1899999995,0.0,0.0,3210480.75,219448892.05,0.0,141013.55000000002,0.0,0.0,1937034.48,1674500.23,0.0,0.0,0.0,0.0,0.0,0.0,676809.82,0.0,39619094.47,0.0,884082.46,3987601.09,73428.31999999999,8909203.31,15067474.700000001,47619.74,0.0,0.0,445942645.27,0.0,0.0,909065.73,273722169.02,331764430.53999996,672535571.67,3775885.66,0.0,7203736.3,0.0,0.0
Electronic Equipment & Instruments,0.0,133389516.14,3805.31,153125219.79999998,665538429.05,476304.34,74350875.19,0.0,11488288.86,67264324.86,342980409.93,25350046.36,37735.6,0.0,17087252.169999998,0.0,0.0,33555114.04,3763009.67,1137255750.61,465932836.53999996,38508069.89,291291441.88,1426828185.26,74337498.17,365777531.11999995,0.0,0.0,86259811.2,7218019.71,320005273.0,160019782.56,1839899.22,4294880.74,0.0,146937679.14999998,2612775307.9,806995386.13,3737146367.9,186669972.76,59209913.23,19374631.080000002,0.0,0.0,0.0,72949701.92999999,3964521.0100000002,0.0,312528369.63,0.0,884653.49,199692612.07,785360010.45,1625396.56,21404007.29,1432984.92,0.0,0.0,0.0,124529823.11,241390368.14000002,0.0,64880551.89,0.0,0.0,1437476229.65,986528442.5500001,0.0,2259387.72,10627548.21,760144596.38,0.0,5876.11,19680332.87,297292.15,15094.32,30324231.68,0.0,5281036.81,112660.82,0.0,0.0,0.0,976115568.15,12497802.87,88920984.27000001,4218248.83,0.0,24399521.310000002,0.0,6404150.88,1200357718.76,64193040.019999996,0.0,1236739.8599999999,2973462590.07,0.0,0.0,20088282.64,40095886.65,773179415.5,107857339.64,4213692.16,900.0,453340702.87,397088702.27,358674957.43
Environmental & Facilities Services,6188339.21,884955.75,97444273.11000001,3288117.0,1130200519.14,101247.78,4781070.45,4656216.7,3287700.0,15146614.68,98320252.42,577640167.12,97178595.82,0.0,86075463.21,1875.0,0.0,592022.03,23227422.95,1340648531.6599998,23261121.73,0.0,2949931235.64,237519697.04999998,62903491.39,0.0,0.0,0.0,292452.83,31810186.8,348175112.14,752303500.22,137131456.17000002,0.0,0.0,294686218.01,2004402319.26,2653159.2100000004,88678377.66,4670302124.28,171647558.8,24831.7,0.0,0.0,13871500.0,996318048.79,345523831.45,0.0,0.0,0.0,873403222.35,117185968.88,418570305.93,257488341.64999998,49193663.669999994,2673982.13,0.0,25704531.9,0.0,27065133.59,53632390.92,0.0,78073365.03,0.0,0.0,196103825.07,196830837.34,0.0,0.0,29201685.67,179985901.59,0.0,375232.68000000005,0.0,131320.35,0.0,368711.89,0.0,562924.53,27981046.39,19863244.72,0.0,0.0,257208576.07999998,39367543.19,209042.29,0.0,0.0,23260232.09,0.0,1051328.51,680950702.4300001,400547342.44,26190549.0,0.0,700189433.79,0.0,0.0,19676390.37,189039370.76999998,100000.0,22201.49,551388397.3,160377.36,614441689.53,163677924.89,0.0
Fertilizers & Agricultural Chemicals,0.0,0.0,0.0,110284980.53,49117574.24,104848041.9,6043.21,0.0,47141719.15,1116084231.82,6481442.17,0.0,5939360.29,0.0,0.0,281948412.32,0.0,564460.16,0.0,2410550572.96,87893272.33,0.0,17505437.07,0.0,292696763.54,7074601.25,0.0,0.0,208519719.16,81766086.45,302024453.06,272214618.14,37187388.79,0.0,0.0,98697848.79,841290431.62,0.0,121889060.3,87482608.22,3445419622.3,183260074.65,0.0,15516.81,0.0,31947492.87,229780.83000000002,0.0,0.0,0.0,0.0,122143430.91,49240699.44,0.0,0.0,0.0,0.0,0.0,0.0,812920.31,14774.52,0.0,445478.26,0.0,0.0,855788225.41,3087654.11,0.0,2127019.18,0.0,711471653.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816654988.3,0.0,0.0,0.0,0.0,936356736.5400001,190664616.51,29338250.78,0.0,0.0,17159632.0,6511815.44,0.0,122486948.33000001,271905645.07,76973381.62,0.0,85136717.93,0.0,0.0,2803876.54,2065859621.3899999,843362.4,0.0,31435458.16,0.0,44216334.54,0.0,0.0
Food Distributors,1603773.58,0.0,0.0,359916245.8,0.0,0.0,0.0,0.0,306273513.28,37401473.9,78495.41,31821.55,0.0,0.0,10706.2,0.0,0.0,0.0,0.0,18611277.98,11959600.05,0.0,50744133.76,178002289.01,68566513.84,0.0,0.0,0.0,88005700.0,335341326.42,9620602.84,589476.74,0.0,0.0,0.0,0.0,88964567.87,3969712.49,181376194.10999998,0.0,105284505.41,897257172.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8995412.84,1156987.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40065027.6,0.0,36195688.09,0.0,0.0,52470757.68,0.0,0.0,0.0,0.0,56665631.24,0.0,0.0,0.0,0.0,11817.64,0.0,0.0,0.0,0.0,0.0,0.0,819794.36,1184196932.27,10266.53,0.0,0.0,0.0,369085.31,0.0,0.0,3013969.75,5566630.09,0.0,0.0,117263501.32,0.0,0.0,0.0,152467600.0,0.0,0.0,0.0,0.0,19100796.7,0.0,0.0
Food Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469150.0,0.0,0.0,0.0,0.0,5504.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244606.59,0.0,0.0,0.0,52241793.1,0.0,1146827.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126536615.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19380858.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73474.51,62377.73,0.0,0.0,0.0,0.0,0.0,0.0,4437131.91,0.0,0.0,24434441.04,0.0,0.0,503819.47000000003,0.0,0.0,0.0,148649.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Footwear,16103340.23,0.0,0.0,0.0,232222593.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339385.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.83,16490.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28121997.55,354407.33,0.0,0.0,0.0,0.0,38835.6,0.0,11084808.500000002,0.0,0.0,57842.4,0.0,0.0,0.0,0.0,0.0,70245583.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13563893.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3989847.1,8007356.88,0.0,0.0,0.0,0.0,0.0,0.0,17902200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307622.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
